sep=;
Instância;P1(Método);P2(Debug);P3(Seed);P4(Tempo);P5(Iterações);P6(Estrutura);I1(Resultado);I2(Tempo(ms));I3(Iterações);I4(Ordenado);
1;7:Union();0:nada;7;10;0;2:std::vector;1;245;1;0;
3;7:Union();0:nada;7;10;0;2:std::vector;1;950;1;0;
1;8:Contained();0:nada;7;10;0;2:std::vector;1;161;1;0;
3;8:Contained();0:nada;7;10;0;2:std::vector;1;577;1;0;
1;9:Intersection();0:nada;7;10;0;2:std::vector;1;172;1;0;
3;9:Intersection();0:nada;7;10;0;2:std::vector;1;572;1;0;
1;10:operator=();0:nada;7;10;0;2:std::vector;1;1;1;0;
3;10:operator=();0:nada;7;10;0;2:std::vector;1;2;1;0;
1;11:operator+=();0:nada;7;10;0;2:std::vector;1;1;1;0;
3;11:operator+=();0:nada;7;10;0;2:std::vector;1;2;1;0;
1;12:nada;0:nada;7;10;0;2:std::vector;1;0;1;0;
3;12:nada;0:nada;7;10;0;2:std::vector;1;0;1;0;
1;1:Add();0:nada;8;10;0;2:std::vector;1;3;1;0;
3;1:Add();0:nada;8;10;0;2:std::vector;1;14;1;0;
1;2:Sort();0:nada;8;10;0;2:std::vector;1;79;1;0;
3;2:Sort();0:nada;8;10;0;2:std::vector;1;260;1;0;
1;3:RandomOrder();0:nada;8;10;0;2:std::vector;1;10;1;0;
3;3:RandomOrder();0:nada;8;10;0;2:std::vector;1;68;1;0;
1;4:Invert();0:nada;8;10;0;2:std::vector;1;0;1;0;
3;4:Invert();0:nada;8;10;0;2:std::vector;1;1;1;0;
1;5:BeASet();0:nada;8;10;0;2:std::vector;1;81;1;0;
3;5:BeASet();0:nada;8;10;0;2:std::vector;1;278;1;0;
1;6:Difference();0:nada;8;10;0;2:std::vector;1;244;1;0;
3;6:Difference();0:nada;8;10;0;2:std::vector;1;659;1;0;
1;7:Union();0:nada;8;10;0;2:std::vector;1;363;1;0;
3;7:Union();0:nada;8;10;0;2:std::vector;1;1091;1;0;
1;8:Contained();0:nada;8;10;0;2:std::vector;1;164;1;0;
3;8:Contained();0:nada;8;10;0;2:std::vector;1;641;1;0;
1;9:Intersection();0:nada;8;10;0;2:std::vector;1;198;1;0;
3;9:Intersection();0:nada;8;10;0;2:std::vector;1;730;1;0;
1;10:operator=();0:nada;8;10;0;2:std::vector;1;0;1;0;
3;10:operator=();0:nada;8;10;0;2:std::vector;1;2;1;0;
1;11:operator+=();0:nada;8;10;0;2:std::vector;1;2;1;0;
3;11:operator+=();0:nada;8;10;0;2:std::vector;1;2;1;0;
1;12:nada;0:nada;8;10;0;2:std::vector;1;0;1;0;
3;12:nada;0:nada;8;10;0;2:std::vector;1;0;1;0;
1;1:Add();0:nada;9;10;0;2:std::vector;1;6;1;0;
3;1:Add();0:nada;9;10;0;2:std::vector;1;17;1;0;
1;2:Sort();0:nada;9;10;0;2:std::vector;1;88;1;0;
3;2:Sort();0:nada;9;10;0;2:std::vector;1;315;1;0;
1;3:RandomOrder();0:nada;9;10;0;2:std::vector;1;11;1;0;
3;3:RandomOrder();0:nada;9;10;0;2:std::vector;1;75;1;0;
1;4:Invert();0:nada;9;10;0;2:std::vector;1;1;1;0;
3;4:Invert();0:nada;9;10;0;2:std::vector;1;0;1;0;
1;5:BeASet();0:nada;9;10;0;2:std::vector;1;82;1;0;
3;5:BeASet();0:nada;9;10;0;2:std::vector;1;330;1;0;
1;6:Difference();0:nada;9;10;0;2:std::vector;1;206;1;0;
3;6:Difference();0:nada;9;10;0;2:std::vector;1;730;1;0;
1;7:Union();0:nada;9;10;0;2:std::vector;1;269;1;0;
3;7:Union();0:nada;9;10;0;2:std::vector;1;1063;1;0;
1;8:Contained();0:nada;9;10;0;2:std::vector;1;163;1;0;
3;8:Contained();0:nada;9;10;0;2:std::vector;1;567;1;0;
1;9:Intersection();0:nada;9;10;0;2:std::vector;1;201;1;0;
3;9:Intersection();0:nada;9;10;0;2:std::vector;1;603;1;0;
1;10:operator=();0:nada;9;10;0;2:std::vector;1;1;1;0;
3;10:operator=();0:nada;9;10;0;2:std::vector;1;3;1;0;
1;11:operator+=();0:nada;9;10;0;2:std::vector;1;1;1;0;
3;11:operator+=();0:nada;9;10;0;2:std::vector;1;3;1;0;
1;12:nada;0:nada;9;10;0;2:std::vector;1;0;1;0;
3;12:nada;0:nada;9;10;0;2:std::vector;1;0;1;0;
1;1:Add();0:nada;10;10;0;2:std::vector;1;6;1;0;
3;1:Add();0:nada;10;10;0;2:std::vector;1;13;1;0;
1;2:Sort();0:nada;10;10;0;2:std::vector;1;80;1;0;
3;2:Sort();0:nada;10;10;0;2:std::vector;1;257;1;0;
1;3:RandomOrder();0:nada;10;10;0;2:std::vector;1;13;1;0;
3;3:RandomOrder();0:nada;10;10;0;2:std::vector;1;55;1;0;
1;4:Invert();0:nada;10;10;0;2:std::vector;1;0;1;0;
3;4:Invert();0:nada;10;10;0;2:std::vector;1;1;1;0;
1;5:BeASet();0:nada;10;10;0;2:std::vector;1;78;1;0;
3;5:BeASet();0:nada;10;10;0;2:std::vector;1;320;1;0;
1;6:Difference();0:nada;10;10;0;2:std::vector;1;195;1;0;
3;6:Difference();0:nada;10;10;0;2:std::vector;1;540;1;0;
1;7:Union();0:nada;10;10;0;2:std::vector;1;269;1;0;
3;7:Union();0:nada;10;10;0;2:std::vector;1;1064;1;0;
1;8:Contained();0:nada;10;10;0;2:std::vector;1;154;1;0;
3;8:Contained();0:nada;10;10;0;2:std::vector;1;519;1;0;
1;9:Intersection();0:nada;10;10;0;2:std::vector;1;178;1;0;
3;9:Intersection();0:nada;10;10;0;2:std::vector;1;571;1;0;
1;10:operator=();0:nada;10;10;0;2:std::vector;1;1;1;0;
3;10:operator=();0:nada;10;10;0;2:std::vector;1;2;1;0;
1;11:operator+=();0:nada;10;10;0;2:std::vector;1;1;1;0;
3;11:operator+=();0:nada;10;10;0;2:std::vector;1;3;1;0;
1;12:nada;0:nada;10;10;0;2:std::vector;1;0;1;0;
3;12:nada;0:nada;10;10;0;2:std::vector;1;0;1;0;
1;1:Add();0:nada;1;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;1;10;0;3:TVector/std::algorithm;1;11;1;0;
1;2:Sort();0:nada;1;10;0;3:TVector/std::algorithm;1;75;1;0;
3;2:Sort();0:nada;1;10;0;3:TVector/std::algorithm;1;257;1;0;
1;3:RandomOrder();0:nada;1;10;0;3:TVector/std::algorithm;1;11;1;0;
3;3:RandomOrder();0:nada;1;10;0;3:TVector/std::algorithm;1;47;1;0;
1;4:Invert();0:nada;1;10;0;3:TVector/std::algorithm;1;1;1;0;
3;4:Invert();0:nada;1;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;1;10;0;3:TVector/std::algorithm;1;79;1;0;
3;5:BeASet();0:nada;1;10;0;3:TVector/std::algorithm;1;263;1;0;
1;6:Difference();0:nada;1;10;0;3:TVector/std::algorithm;1;186;1;0;
3;6:Difference();0:nada;1;10;0;3:TVector/std::algorithm;1;545;1;0;
1;7:Union();0:nada;1;10;0;3:TVector/std::algorithm;1;254;1;0;
3;7:Union();0:nada;1;10;0;3:TVector/std::algorithm;1;910;1;0;
1;8:Contained();0:nada;1;10;0;3:TVector/std::algorithm;1;174;1;0;
3;8:Contained();0:nada;1;10;0;3:TVector/std::algorithm;1;511;1;0;
1;9:Intersection();0:nada;1;10;0;3:TVector/std::algorithm;1;180;1;0;
3;9:Intersection();0:nada;1;10;0;3:TVector/std::algorithm;1;550;1;0;
1;10:operator=();0:nada;1;10;0;3:TVector/std::algorithm;1;0;1;0;
3;10:operator=();0:nada;1;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;1;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;1;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;1;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;1;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;2;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;2;10;0;3:TVector/std::algorithm;1;11;1;0;
1;2:Sort();0:nada;2;10;0;3:TVector/std::algorithm;1;77;1;0;
3;2:Sort();0:nada;2;10;0;3:TVector/std::algorithm;1;267;1;0;
1;3:RandomOrder();0:nada;2;10;0;3:TVector/std::algorithm;1;10;1;0;
3;3:RandomOrder();0:nada;2;10;0;3:TVector/std::algorithm;1;49;1;0;
1;4:Invert();0:nada;2;10;0;3:TVector/std::algorithm;1;1;1;0;
3;4:Invert();0:nada;2;10;0;3:TVector/std::algorithm;1;0;1;0;
1;5:BeASet();0:nada;2;10;0;3:TVector/std::algorithm;1;83;1;0;
3;5:BeASet();0:nada;2;10;0;3:TVector/std::algorithm;1;281;1;0;
1;6:Difference();0:nada;2;10;0;3:TVector/std::algorithm;1;158;1;0;
3;6:Difference();0:nada;2;10;0;3:TVector/std::algorithm;1;540;1;0;
1;7:Union();0:nada;2;10;0;3:TVector/std::algorithm;1;269;1;0;
3;7:Union();0:nada;2;10;0;3:TVector/std::algorithm;1;877;1;0;
1;8:Contained();0:nada;2;10;0;3:TVector/std::algorithm;1;160;1;0;
3;8:Contained();0:nada;2;10;0;3:TVector/std::algorithm;1;566;1;0;
1;9:Intersection();0:nada;2;10;0;3:TVector/std::algorithm;1;171;1;0;
3;9:Intersection();0:nada;2;10;0;3:TVector/std::algorithm;1;561;1;0;
1;10:operator=();0:nada;2;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;2;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;2;10;0;3:TVector/std::algorithm;1;0;1;0;
3;11:operator+=();0:nada;2;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;2;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;2;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;3;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;3;10;0;3:TVector/std::algorithm;1;10;1;0;
1;2:Sort();0:nada;3;10;0;3:TVector/std::algorithm;1;84;1;0;
3;2:Sort();0:nada;3;10;0;3:TVector/std::algorithm;1;263;1;0;
1;3:RandomOrder();0:nada;3;10;0;3:TVector/std::algorithm;1;10;1;0;
3;3:RandomOrder();0:nada;3;10;0;3:TVector/std::algorithm;1;45;1;0;
1;4:Invert();0:nada;3;10;0;3:TVector/std::algorithm;1;1;1;0;
3;4:Invert();0:nada;3;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;3;10;0;3:TVector/std::algorithm;1;75;1;0;
3;5:BeASet();0:nada;3;10;0;3:TVector/std::algorithm;1;264;1;0;
1;6:Difference();0:nada;3;10;0;3:TVector/std::algorithm;1;168;1;0;
3;6:Difference();0:nada;3;10;0;3:TVector/std::algorithm;1;505;1;0;
1;7:Union();0:nada;3;10;0;3:TVector/std::algorithm;1;278;1;0;
3;7:Union();0:nada;3;10;0;3:TVector/std::algorithm;1;844;1;0;
1;8:Contained();0:nada;3;10;0;3:TVector/std::algorithm;1;150;1;0;
3;8:Contained();0:nada;3;10;0;3:TVector/std::algorithm;1;597;1;0;
1;9:Intersection();0:nada;3;10;0;3:TVector/std::algorithm;1;296;1;0;
3;9:Intersection();0:nada;3;10;0;3:TVector/std::algorithm;1;715;1;0;
1;10:operator=();0:nada;3;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;3;10;0;3:TVector/std::algorithm;1;3;1;0;
1;11:operator+=();0:nada;3;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;3;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;3;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;3;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;4;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;4;10;0;3:TVector/std::algorithm;1;10;1;0;
1;2:Sort();0:nada;4;10;0;3:TVector/std::algorithm;1;75;1;0;
3;2:Sort();0:nada;4;10;0;3:TVector/std::algorithm;1;268;1;0;
1;3:RandomOrder();0:nada;4;10;0;3:TVector/std::algorithm;1;9;1;0;
3;3:RandomOrder();0:nada;4;10;0;3:TVector/std::algorithm;1;73;1;0;
1;4:Invert();0:nada;4;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;4;10;0;3:TVector/std::algorithm;1;0;1;0;
1;5:BeASet();0:nada;4;10;0;3:TVector/std::algorithm;1;81;1;0;
3;5:BeASet();0:nada;4;10;0;3:TVector/std::algorithm;1;259;1;0;
1;6:Difference();0:nada;4;10;0;3:TVector/std::algorithm;1;164;1;0;
3;6:Difference();0:nada;4;10;0;3:TVector/std::algorithm;1;545;1;0;
1;7:Union();0:nada;4;10;0;3:TVector/std::algorithm;1;239;1;0;
3;7:Union();0:nada;4;10;0;3:TVector/std::algorithm;1;841;1;0;
1;8:Contained();0:nada;4;10;0;3:TVector/std::algorithm;1;154;1;0;
3;8:Contained();0:nada;4;10;0;3:TVector/std::algorithm;1;507;1;0;
1;9:Intersection();0:nada;4;10;0;3:TVector/std::algorithm;1;193;1;0;
3;9:Intersection();0:nada;4;10;0;3:TVector/std::algorithm;1;621;1;0;
1;10:operator=();0:nada;4;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;4;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;4;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;4;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;4;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;4;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;5;10;0;3:TVector/std::algorithm;1;4;1;0;
3;1:Add();0:nada;5;10;0;3:TVector/std::algorithm;1;13;1;0;
1;2:Sort();0:nada;5;10;0;3:TVector/std::algorithm;1;79;1;0;
3;2:Sort();0:nada;5;10;0;3:TVector/std::algorithm;1;265;1;0;
1;3:RandomOrder();0:nada;5;10;0;3:TVector/std::algorithm;1;10;1;0;
3;3:RandomOrder();0:nada;5;10;0;3:TVector/std::algorithm;1;47;1;0;
1;4:Invert();0:nada;5;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;5;10;0;3:TVector/std::algorithm;1;0;1;0;
1;5:BeASet();0:nada;5;10;0;3:TVector/std::algorithm;1;85;1;0;
3;5:BeASet();0:nada;5;10;0;3:TVector/std::algorithm;1;269;1;0;
1;6:Difference();0:nada;5;10;0;3:TVector/std::algorithm;1;158;1;0;
3;6:Difference();0:nada;5;10;0;3:TVector/std::algorithm;1;543;1;0;
1;7:Union();0:nada;5;10;0;3:TVector/std::algorithm;1;266;1;0;
3;7:Union();0:nada;5;10;0;3:TVector/std::algorithm;1;817;1;0;
1;8:Contained();0:nada;5;10;0;3:TVector/std::algorithm;1;176;1;0;
3;8:Contained();0:nada;5;10;0;3:TVector/std::algorithm;1;542;1;0;
1;9:Intersection();0:nada;5;10;0;3:TVector/std::algorithm;1;190;1;0;
3;9:Intersection();0:nada;5;10;0;3:TVector/std::algorithm;1;582;1;0;
1;10:operator=();0:nada;5;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;5;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;5;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;5;10;0;3:TVector/std::algorithm;1;3;1;0;
1;12:nada;0:nada;5;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;5;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;6;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;6;10;0;3:TVector/std::algorithm;1;25;1;0;
1;2:Sort();0:nada;6;10;0;3:TVector/std::algorithm;1;170;1;0;
3;2:Sort();0:nada;6;10;0;3:TVector/std::algorithm;1;421;1;0;
1;3:RandomOrder();0:nada;6;10;0;3:TVector/std::algorithm;1;12;1;0;
3;3:RandomOrder();0:nada;6;10;0;3:TVector/std::algorithm;1;47;1;0;
1;4:Invert();0:nada;6;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;6;10;0;3:TVector/std::algorithm;1;0;1;0;
1;5:BeASet();0:nada;6;10;0;3:TVector/std::algorithm;1;75;1;0;
3;5:BeASet();0:nada;6;10;0;3:TVector/std::algorithm;1;261;1;0;
1;6:Difference();0:nada;6;10;0;3:TVector/std::algorithm;1;159;1;0;
3;6:Difference();0:nada;6;10;0;3:TVector/std::algorithm;1;526;1;0;
1;7:Union();0:nada;6;10;0;3:TVector/std::algorithm;1;258;1;0;
3;7:Union();0:nada;6;10;0;3:TVector/std::algorithm;1;847;1;0;
1;8:Contained();0:nada;6;10;0;3:TVector/std::algorithm;1;154;1;0;
3;8:Contained();0:nada;6;10;0;3:TVector/std::algorithm;1;552;1;0;
1;9:Intersection();0:nada;6;10;0;3:TVector/std::algorithm;1;173;1;0;
3;9:Intersection();0:nada;6;10;0;3:TVector/std::algorithm;1;609;1;0;
1;10:operator=();0:nada;6;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;6;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;6;10;0;3:TVector/std::algorithm;1;0;1;0;
3;11:operator+=();0:nada;6;10;0;3:TVector/std::algorithm;1;3;1;0;
1;12:nada;0:nada;6;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;6;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;7;10;0;3:TVector/std::algorithm;1;4;1;0;
3;1:Add();0:nada;7;10;0;3:TVector/std::algorithm;1;10;1;0;
1;2:Sort();0:nada;7;10;0;3:TVector/std::algorithm;1;77;1;0;
3;2:Sort();0:nada;7;10;0;3:TVector/std::algorithm;1;293;1;0;
1;3:RandomOrder();0:nada;7;10;0;3:TVector/std::algorithm;1;10;1;0;
3;3:RandomOrder();0:nada;7;10;0;3:TVector/std::algorithm;1;47;1;0;
1;4:Invert();0:nada;7;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;7;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;7;10;0;3:TVector/std::algorithm;1;77;1;0;
3;5:BeASet();0:nada;7;10;0;3:TVector/std::algorithm;1;265;1;0;
1;6:Difference();0:nada;7;10;0;3:TVector/std::algorithm;1;164;1;0;
3;6:Difference();0:nada;7;10;0;3:TVector/std::algorithm;1;529;1;0;
1;7:Union();0:nada;7;10;0;3:TVector/std::algorithm;1;261;1;0;
3;7:Union();0:nada;7;10;0;3:TVector/std::algorithm;1;856;1;0;
1;8:Contained();0:nada;7;10;0;3:TVector/std::algorithm;1;160;1;0;
3;8:Contained();0:nada;7;10;0;3:TVector/std::algorithm;1;517;1;0;
1;9:Intersection();0:nada;7;10;0;3:TVector/std::algorithm;1;172;1;0;
3;9:Intersection();0:nada;7;10;0;3:TVector/std::algorithm;1;562;1;0;
1;10:operator=();0:nada;7;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;7;10;0;3:TVector/std::algorithm;1;1;1;0;
1;11:operator+=();0:nada;7;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;7;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;7;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;7;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;8;10;0;3:TVector/std::algorithm;1;4;1;0;
3;1:Add();0:nada;8;10;0;3:TVector/std::algorithm;1;11;1;0;
1;2:Sort();0:nada;8;10;0;3:TVector/std::algorithm;1;85;1;0;
3;2:Sort();0:nada;8;10;0;3:TVector/std::algorithm;1;243;1;0;
1;3:RandomOrder();0:nada;8;10;0;3:TVector/std::algorithm;1;15;1;0;
3;3:RandomOrder();0:nada;8;10;0;3:TVector/std::algorithm;1;52;1;0;
1;4:Invert();0:nada;8;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;8;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;8;10;0;3:TVector/std::algorithm;1;85;1;0;
3;5:BeASet();0:nada;8;10;0;3:TVector/std::algorithm;1;387;1;0;
1;6:Difference();0:nada;8;10;0;3:TVector/std::algorithm;1;174;1;0;
3;6:Difference();0:nada;8;10;0;3:TVector/std::algorithm;1;536;1;0;
1;7:Union();0:nada;8;10;0;3:TVector/std::algorithm;1;268;1;0;
3;7:Union();0:nada;8;10;0;3:TVector/std::algorithm;1;847;1;0;
1;8:Contained();0:nada;8;10;0;3:TVector/std::algorithm;1;220;1;0;
3;8:Contained();0:nada;8;10;0;3:TVector/std::algorithm;1;515;1;0;
1;9:Intersection();0:nada;8;10;0;3:TVector/std::algorithm;1;176;1;0;
3;9:Intersection();0:nada;8;10;0;3:TVector/std::algorithm;1;562;1;0;
1;10:operator=();0:nada;8;10;0;3:TVector/std::algorithm;1;0;1;0;
3;10:operator=();0:nada;8;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;8;10;0;3:TVector/std::algorithm;1;1;1;0;
3;11:operator+=();0:nada;8;10;0;3:TVector/std::algorithm;1;2;1;0;
1;12:nada;0:nada;8;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;8;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;9;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;9;10;0;3:TVector/std::algorithm;1;11;1;0;
1;2:Sort();0:nada;9;10;0;3:TVector/std::algorithm;1;88;1;0;
3;2:Sort();0:nada;9;10;0;3:TVector/std::algorithm;1;311;1;0;
1;3:RandomOrder();0:nada;9;10;0;3:TVector/std::algorithm;1;11;1;0;
3;3:RandomOrder();0:nada;9;10;0;3:TVector/std::algorithm;1;78;1;0;
1;4:Invert();0:nada;9;10;0;3:TVector/std::algorithm;1;1;1;0;
3;4:Invert();0:nada;9;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;9;10;0;3:TVector/std::algorithm;1;84;1;0;
3;5:BeASet();0:nada;9;10;0;3:TVector/std::algorithm;1;291;1;0;
1;6:Difference();0:nada;9;10;0;3:TVector/std::algorithm;1;179;1;0;
3;6:Difference();0:nada;9;10;0;3:TVector/std::algorithm;1;586;1;0;
1;7:Union();0:nada;9;10;0;3:TVector/std::algorithm;1;301;1;0;
3;7:Union();0:nada;9;10;0;3:TVector/std::algorithm;1;876;1;0;
1;8:Contained();0:nada;9;10;0;3:TVector/std::algorithm;1;193;1;0;
3;8:Contained();0:nada;9;10;0;3:TVector/std::algorithm;1;512;1;0;
1;9:Intersection();0:nada;9;10;0;3:TVector/std::algorithm;1;170;1;0;
3;9:Intersection();0:nada;9;10;0;3:TVector/std::algorithm;1;635;1;0;
1;10:operator=();0:nada;9;10;0;3:TVector/std::algorithm;1;1;1;0;
3;10:operator=();0:nada;9;10;0;3:TVector/std::algorithm;1;4;1;0;
1;11:operator+=();0:nada;9;10;0;3:TVector/std::algorithm;1;0;1;0;
3;11:operator+=();0:nada;9;10;0;3:TVector/std::algorithm;1;3;1;0;
1;12:nada;0:nada;9;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;9;10;0;3:TVector/std::algorithm;1;0;1;0;
1;1:Add();0:nada;10;10;0;3:TVector/std::algorithm;1;3;1;0;
3;1:Add();0:nada;10;10;0;3:TVector/std::algorithm;1;12;1;0;
1;2:Sort();0:nada;10;10;0;3:TVector/std::algorithm;1;107;1;0;
3;2:Sort();0:nada;10;10;0;3:TVector/std::algorithm;1;330;1;0;
1;3:RandomOrder();0:nada;10;10;0;3:TVector/std::algorithm;1;17;1;0;
3;3:RandomOrder();0:nada;10;10;0;3:TVector/std::algorithm;1;70;1;0;
1;4:Invert();0:nada;10;10;0;3:TVector/std::algorithm;1;0;1;0;
3;4:Invert();0:nada;10;10;0;3:TVector/std::algorithm;1;1;1;0;
1;5:BeASet();0:nada;10;10;0;3:TVector/std::algorithm;1;117;1;0;
3;5:BeASet();0:nada;10;10;0;3:TVector/std::algorithm;1;293;1;0;
1;6:Difference();0:nada;10;10;0;3:TVector/std::algorithm;1;194;1;0;
3;6:Difference();0:nada;10;10;0;3:TVector/std::algorithm;1;542;1;0;
1;7:Union();0:nada;10;10;0;3:TVector/std::algorithm;1;244;1;0;
3;7:Union();0:nada;10;10;0;3:TVector/std::algorithm;1;814;1;0;
1;8:Contained();0:nada;10;10;0;3:TVector/std::algorithm;1;159;1;0;
3;8:Contained();0:nada;10;10;0;3:TVector/std::algorithm;1;514;1;0;
1;9:Intersection();0:nada;10;10;0;3:TVector/std::algorithm;1;194;1;0;
3;9:Intersection();0:nada;10;10;0;3:TVector/std::algorithm;1;909;1;0;
1;10:operator=();0:nada;10;10;0;3:TVector/std::algorithm;1;2;1;0;
3;10:operator=();0:nada;10;10;0;3:TVector/std::algorithm;1;2;1;0;
1;11:operator+=();0:nada;10;10;0;3:TVector/std::algorithm;1;0;1;0;
3;11:operator+=();0:nada;10;10;0;3:TVector/std::algorithm;1;3;1;0;
1;12:nada;0:nada;10;10;0;3:TVector/std::algorithm;1;0;1;0;
3;12:nada;0:nada;10;10;0;3:TVector/std::algorithm;1;0;1;0;
