sep=;
Instância;P1(Algoritmo);P2(Debug);P3(Seed);P4(Tempo);P5(Iterações);P6(Ver);P7(Limite);P8(Repetidos);P9(pesoAStar);P10(ruido);P11(baralhar);I1(Custo);I2(Tempo(ms));I3(Iterações);I4(Expansões);I5(Gerações);I6(Lower Bound);
43;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
44;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;10;4;9;4;
45;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
46;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
47;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
48;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;14;7;13;8;
49;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
50;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
51;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
52;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
53;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
54;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
55;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
56;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
57;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
58;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;1;16;7;15;8;
59;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
60;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;14;7;13;8;
61;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
62;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;14;7;13;8;
63;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
64;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;15;7;14;6;
65;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;19;9;18;7;
66;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;15;7;14;6;
67;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;13;6;12;7;
68;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;14;7;13;8;
69;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
70;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;0;19;9;18;10;
71;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
72;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;16;7;15;8;
73;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;18;8;17;9;
74;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;0;19;9;18;10;
75;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;0;25;13;24;11;
76;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;0;19;9;18;10;
77;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;0;25;13;24;11;
78;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;10;0;28;14;27;12;
79;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;0;25;13;24;11;
80;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;10;0;41;22;40;12;
81;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;0;57;31;56;13;
82;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;0;59;32;58;14;
83;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;0;57;31;56;13;
84;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;0;116;64;115;14;
85;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;13;0;122;68;121;15;
86;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;0;116;64;115;14;
87;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;0;57;31;56;13;
88;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;0;59;32;58;14;
89;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;0;57;31;56;13;
90;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;1;59;32;58;14;
91;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;13;0;98;54;97;15;
92;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;14;0;123;70;122;16;
93;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;0;168;96;167;17;
94;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;14;0;123;70;122;16;
95;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;0;168;96;167;17;
96;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;16;0;528;312;527;18;
97;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;0;168;96;167;17;
98;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;16;0;528;312;527;18;
99;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;17;0;530;313;529;19;
100;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;18;0;629;372;628;20;
1;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;1;0;3;1;3;20;
2;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;2;0;4;2;4;20;
3;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
4;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;7;4;7;20;
5;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;9;5;9;20;
6;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;10;6;10;20;
7;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;9;5;9;20;
8;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;7;4;7;20;
9;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
10;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
11;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
12;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
13;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
14;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;2;0;4;2;4;20;
15;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
16;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;2;0;4;2;4;20;
17;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
18;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
19;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;6;3;6;20;
20;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
21;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;11;5;11;20;
22;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
23;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;1;961;562;961;20;
24;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;1;962;563;962;20;
25;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;333;171905;102893;171905;20;
26;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;323;169725;101575;169725;20;
27;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;354;169029;101162;169029;20;
28;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
29;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;8;3;8;20;
30;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
31;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;8;3;8;20;
32;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
33;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;11;5;11;20;
34;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
35;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;11;5;11;20;
36;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
37;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;11;5;11;20;
38;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
39;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;11;5;11;20;
40;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
41;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;3;0;8;3;8;20;
42;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
43;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;325;169029;101162;169029;20;
44;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;4;0;9;4;9;20;
45;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;318;169029;101162;169029;20;
46;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;325;169725;101575;169725;20;
47;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;334;171905;102893;171905;20;
48;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;962;563;962;20;
49;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;327;171905;102893;171905;20;
50;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;328;169725;101575;169725;20;
51;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;357;169725;101575;169725;20;
52;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;324;169725;101575;169725;20;
53;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;326;169029;101162;169029;20;
54;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;334;169725;101575;169725;20;
55;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;326;169725;101575;169725;20;
56;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;341;169725;101575;169725;20;
57;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;328;169956;101716;169956;20;
58;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;322;169725;101575;169725;20;
59;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;350;171905;102893;171905;20;
60;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;962;563;962;20;
61;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;961;562;961;20;
62;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;962;563;962;20;
63;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;961;562;961;20;
64;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;12;6;12;20;
65;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;0;14;7;14;20;
66;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;12;6;12;20;
67;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;5;0;961;562;961;20;
68;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;0;962;563;962;20;
69;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;330;171905;102893;171905;20;
70;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;331;171904;102892;171904;20;
71;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;353;171905;102893;171905;20;
72;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;6;327;169725;101575;169725;20;
73;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;7;324;169725;101575;169725;20;
74;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;350;169725;101575;169725;20;
75;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;205;156915;94113;156915;20;
76;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;8;360;169725;101575;169725;20;
77;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;208;156915;94113;156915;20;
78;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;10;199;156915;94113;156915;20;
79;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;9;201;156915;94113;156915;20;
80;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;10;219;156337;93772;156337;20;
81;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;209;156005;93574;156005;20;
82;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;331;169724;101575;169724;20;
83;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;209;156005;93574;156005;20;
84;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;1;410;238;410;20;
85;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;13;0;412;240;412;20;
86;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;1;410;238;410;20;
87;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;212;156005;93574;156005;20;
88;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;328;169724;101575;169724;20;
89;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;11;191;156005;93574;156005;20;
90;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;12;329;169724;101575;169724;20;
91;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;13;328;169729;101578;169729;20;
92;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;14;334;169742;101586;169742;20;
93;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;361;169758;101596;169758;20;
94;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;14;337;169742;101586;169742;20;
95;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;369;169758;101596;169758;20;
96;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;16;59;62179;37086;62179;20;
97;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;15;380;169758;101596;169758;20;
98;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;16;44;62179;37086;62179;20;
99;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;17;46;62079;37026;62079;20;
100;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;18;64;62150;37067;62150;20;
