sep=;
Instância;P1(Algoritmo);P2(Debug);P3(Seed);P4(Tempo);P5(Iterações);P6(Ver);P7(Limite);P8(Repetidos);P9(pesoAStar);P10(ruido);P11(baralhar);I1(Custo);I2(Tempo(ms));I3(Iterações);I4(Expansões);I5(Gerações);I6(Lower Bound);
946;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;3;5526;3348;5525;28;
947;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;3;4744;2867;4743;27;
948;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;3;5526;3348;5525;28;
949;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;3;5545;3359;5544;27;
950;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;1283;779;1282;26;
951;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;2;2919;1780;2918;27;
952;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2356;1433;2355;26;
953;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2355;1432;2354;25;
954;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;1844;1122;1843;26;
955;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2355;1432;2354;25;
956;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;1;1815;1098;1814;24;
957;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2355;1432;2354;25;
958;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2356;1433;2355;26;
959;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2355;1432;2354;25;
960;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2356;1433;2355;26;
961;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2355;1432;2354;25;
962;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;1;1815;1098;1814;24;
963;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;1440;866;1439;25;
964;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;1;939;559;938;24;
965;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;0;1440;866;1439;25;
966;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2117;1276;2116;26;
967;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2115;1275;2114;25;
968;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2117;1276;2116;26;
969;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;2115;1275;2114;25;
970;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;1;1247;744;1246;24;
971;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;2115;1275;2114;25;
972;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2574;1557;2573;26;
973;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;2;4800;2887;4799;27;
974;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2574;1557;2573;26;
975;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;3;4800;2887;4799;27;
976;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;2574;1557;2573;26;
977;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;2115;1275;2114;25;
978;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;2117;1276;2116;26;
979;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;1440;866;1439;25;
980;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;3;1815;1098;1814;24;
981;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;1501;903;1500;25;
982;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;1961;1187;1960;26;
983;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;6;7364;4453;7363;27;
984;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;8;11673;7065;11672;28;
985;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;5;7364;4453;7363;27;
986;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;1799;1091;1798;26;
987;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;4;7364;4453;7363;27;
988;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;1799;1091;1798;26;
989;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;5;7364;4453;7363;27;
990;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;1799;1091;1798;26;
991;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;4;7364;4453;7363;27;
992;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;8;11673;7065;11672;28;
993;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;2;4818;2897;4817;27;
994;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;3;4815;2895;4814;26;
995;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3123;1870;3122;25;
996;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;4815;2895;4814;26;
997;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;2;4818;2897;4817;27;
998;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;3;5038;3030;5037;26;
999;6:IDA*;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;1;3336;2008;3335;25;
900;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;375;300214;180321;300214;25;
901;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;392;299573;179930;299573;25;
902;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;386;300214;180321;300214;25;
903;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;419;299573;179930;299573;25;
904;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;395;300214;180321;300214;25;
905;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;22;31806;19049;31806;25;
906;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;20;29164;17448;29164;25;
907;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;24;27186;16240;27186;25;
908;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;18;26736;15965;26736;25;
909;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;21;26432;15777;26432;25;
910;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;31;26736;15965;26736;25;
911;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;45;27186;16240;27186;25;
912;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;34;26736;15965;26736;25;
913;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;18;26432;15777;26432;25;
914;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;19;27196;16237;27196;25;
915;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;19;26432;15777;26432;25;
916;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;18;26736;15965;26736;25;
917;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;21;26432;15777;26432;25;
918;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;20;25707;15331;25707;25;
919;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;18;26432;15777;26432;25;
920;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;19;26736;15965;26736;25;
921;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;18;26432;15777;26432;25;
922;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;19;26736;15965;26736;25;
923;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;18;27186;16240;27186;25;
924;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;5;8130;4888;8130;25;
925;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;4;7403;4443;7403;25;
926;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;5;8130;4888;8130;25;
927;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;5;7403;4443;7403;25;
928;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;18;25778;15381;25778;25;
929;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;27;6;9900;5967;9900;25;
930;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;61;70179;41838;70179;25;
931;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;60;69202;41236;69202;25;
932;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;67;70179;41838;70179;25;
933;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;27;3;6096;3674;6096;25;
934;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;3;4643;2788;4643;25;
935;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;2;4348;2604;4348;25;
936;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;201;140008;83637;140008;25;
937;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;199;139655;83420;139655;25;
938;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;209;139547;83351;139547;25;
939;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;201;139655;83420;139655;25;
940;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;203;140008;83637;140008;25;
941;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;74;88259;52853;88259;25;
942;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;202;140008;83637;140008;25;
943;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;76;88259;52853;88259;25;
944;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;255;217919;130688;217919;25;
945;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;79;88259;52853;88259;25;
946;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;72;86844;52003;86844;25;
947;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;84;86219;51620;86219;25;
948;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;77;86844;52003;86844;25;
949;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;77;88259;52853;88259;25;
950;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;195;140008;83637;140008;25;
951;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;5;4348;2604;4348;25;
952;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;5;3894;2326;3894;25;
953;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3894;2326;3894;25;
954;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;1;2937;1750;2937;25;
955;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3894;2326;3894;25;
956;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;2;4073;2429;4073;25;
957;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3894;2326;3894;25;
958;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;3894;2326;3894;25;
959;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3894;2326;3894;25;
960;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;2;3894;2326;3894;25;
961;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;2;3894;2326;3894;25;
962;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;2;4073;2429;4073;25;
963;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;68;73653;44052;73653;25;
964;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;81;73286;43828;73286;25;
965;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;68;73653;44052;73653;25;
966;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;201;148039;88557;148039;25;
967;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;68;74322;44451;74322;25;
968;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;199;148039;88557;148039;25;
969;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;80;74322;44451;74322;25;
970;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;202;147420;88176;147420;25;
971;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;68;74322;44451;74322;25;
972;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;120;74665;44659;74665;25;
973;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;410;198332;118679;198332;25;
974;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;127;74665;44659;74665;25;
975;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;463;198332;118679;198332;25;
976;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;84;74665;44659;74665;25;
977;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;129;74322;44451;74322;25;
978;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;376;148039;88557;148039;25;
979;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;144;73653;44052;73653;25;
980;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;22;6;4073;2429;4073;25;
981;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;354;130468;77911;130468;25;
982;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;460;130777;78105;130777;25;
983;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;334;109345;65420;109345;25;
984;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;259;109701;65631;109701;25;
985;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;221;109345;65420;109345;25;
986;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;35;27287;16278;27287;25;
987;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;205;109345;65420;109345;25;
988;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;38;27287;16278;27287;25;
989;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;268;109345;65420;109345;25;
990;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;67;27287;16278;27287;25;
991;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;200;109345;65420;109345;25;
992;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;26;212;109701;65631;109701;25;
993;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;74;38129;22686;38129;25;
994;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;137;74948;44864;74948;25;
995;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;195;75301;45073;75301;25;
996;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;129;74948;44864;74948;25;
997;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;25;86;38129;22686;38129;25;
998;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;24;80;39139;23283;39139;25;
999;7:Branch and Bound;0:nada;1;10;0;4;0;2:ascendentes;100;0;0;23;93;41259;24567;41259;25;
